lemma,grammar_gloss,meaning_en,meaning_pl
muzykały,(adj),musical,muzykalny
mużej,(n),museum,muzeum
mył,(m),he-mule,muł
myła,(f),she-mule,mulica
myszek,(m),moss,mech
myszkieł,(m),muscle,mięśń
myścioła,(f),weasel,tchórz
mytwalemięć,(adv),mutually,"nawzajem, wzajemnie"
mytwały,(adj),mutual,wzajemny
myty,(adj),dumb,niemy
nagar,"(v, 1)","go by water, sail",pływać (statkiem)
naiwtać,(f),naiveness,naiwność
naiwy,(adj),naive,naiwny
nakła,(f),ship,statek
nakła jarzała,(f),air ship,statek powietrzny
nan,(m),dwarf,karzeł
narkotyk,(n),drug,narkotyk
narkotyzar,"(v, 1)",drug,narkotyzować
narkoza,(f),narcose,narkoza
narta,(f),ski,narta
nat,(m),child,dziecko
natura,(f),nature,"przyroda, natura"
naturalemięć,(adv),"naturally, of course",oczywiście
naturały,(adj),natural,naturalny
nawala,(f),dock,dok
nawigar,"(v, 1)",navigate,nawigować
nawraj,(n),shipwreck,rozbicie okrętu
naz,(m),nose,nos
nazokron,(m),rhinoceros,nosorożec
nąk,(conj),because,bo
negaciwy,(adj),negative,negatywny
nemież,(adv),"nonetheless, however","jednak, tym niemniej, przecież"
nemię,(adv),"nonetheless, however","jednak, tym niemniej, przecież"
nę,(intj),no,nie
nębier,(m),number,liczba
nębier: nębier płerały,,plural,liczba mnoga
nębier: nębier sięgłarzy,,singular,liczba pojedyncza
nębier: nębier telefonicy,,telephone number,numer telefonu
nębralnik,(m),numeral,liczebnik
nębruzy,(adj),numerous,liczny
nękwa,(adv),never,nigdy
"niąb, niębu",(m),cloud,chmura
niądź,(adv),nowhere,nigdzie
nidz,(m),nest,gniazdo
nie,(adv),not,nie
nie: nie ja po kód!,(intj),you're welcome,nie ma za co!
niec ... niec,(conj),neither ... nor,ani ... ani
nieczesarzy,(adj),"necessary, needful",potrzebny
nieczestać,(f),"necessity, need",potrzeba
niedutablemięć,(adv),undoubtedly,niewątpliwie
niedziepiędzięca,(f),independence,niezależność
niedziepiędzięci,(adj),independent,niezależny
nieenwrzenity,(adj),uncurbed,nieokiełznięty
niefiedzieltać,(f),infidelity,niewierność
niefierzemtać,(f),weakness,słabość
niefierzmy,(adj),weak,słaby
niefiniciwnik,(m),infinitive,bezokolicznik
niefinity,(adj),infinite,nieskończony
niegar,"(v, 1)",deny,zaprzeczać
niegleżer,"(v, 7)",neglect,negować
niegrędzi,(adj),"not big, small","niewielki, nieduży"
niegry,(adj),black,czarny
nieguc,(n),shop,sklep
niegucar,"(v, 2)",negotiate,negocjować
niejenąć,(adv),the other day,niedawno
niejukędy,(adj),unpleasant,nieprzyjemny
niekędy,(adv),sometimes,"niekiedy, czasami"
nieki,(pron.ind.),nobody,nikt
niekomplety,(adj),incomplete,niekompletny
niekoszczuzy,(adj),unconscious,nieświadomy
niekód,(adv),"slightly, a bit","nieco, trochę"
niekrzedzibły,(adj),unbelievable,"niesamowity, niewiarygodny"
niekwale,(adj),some,niektóre
niekwałak,(adv),along no way,żadną drogą
niekwiattać,(f),unrest,niepokój
niekwiny,(pron.int.),nobody's,niczyj
niełowuręca,(f),unemployment,bezrobocie
niełowuręci,(adj),unemployed,bezrobotny
niemal,(adv),not bad,nieźle
niemień,(adv),not less,niemniej
niemik,(m),enemy,wróg
niemorały,(adj),immoral,niemoralny
niemrotały,(adj),immortal,nieśmiertelny
nieofolaty,(adj),unneeded,niepotrzebny
nieolegaty,(adj),non-aligned,"niezaangażowany, niezrzeszony"
nieośpiecat,(adv),unexpectedly,"nieoczekiwanie, niespodziewanie"
nieparkły,(adj),impair,nieparzysty
niepery,(adj),impure,nieczysty
nieplonoonwalik,(m),"minor (i.e., under 18)",małolatek
niepolity,(adj),impolite,nieuprzejmy
nieporłarz,(m),baby,niemowlę
nieposibły,(adj),impossible,niemożliwy
niepuć,(m),nephew,bratanek
nierzw,(m),nerve,nerw
nietrów,(adv),not too,niezbyt
niew,(f),snow,śnieg
niewiżybły,(adj),invisible,"niewidoczny, niewidzialny"
niewła,(f),mist,mgła
nieżysty,(adj),unfair,niesprawiedliwy
nieżyśtica,(f),injustice,niesprawiedliwość
niębuzy,(adj),cloudy,chmurny
niętra,(prep +1),inside,wewnątrz
nikiel,(n),nickel,nikiel
nił,(pron.ind.),nothing,nic
nimfa,(f),nymph,nimfa
niody,(adj),neat,porządny
niutraltać,(f),neutrality,neutralność
niutrały,(adj),neutral,"nijaki, neutralny"
niwiół,(n),level,poziom
no,(intj),well,no
noc,(f),night,noc
noceń,(f),nation,naród
nociewtać,(f),birth,urodzenie
nociwy,(adj),native,wrodzony
noconalista,(m),nationalist,nacjonalista
noconalizm,(m),nationalism,nacjonalizm
noconaltać,(f),nationality,narodowość
noconały,(adj),national,narodowy
nodzar,"(v, 2)",bore,nudzić
norma,(f),norm,norma
normały,(adj),normal,normalny
nostalgia,(f),nostalgia,nostalgia
nostalgicy,(adj),nostalgic,nostalgiczny
nostry,(pron.poss.),our,nasz
noszczer sie,"(v, 8)","born, to be -",rodzić się
nościnie,(m.pl.),birthday,urodziny
nowiębierz,(m),November,listopad
nowonosty,(adj),newborn,nowo narodzony
nowtać,(f),news,nowość
nowy,(adj),new,nowy
nów,(num),nine,dziewięć
nówczęcieśmy,(num),nine hundredth,dziewięćsetny
nówczętór,(num),nine hundred,dziewięćset
nówmy,(num),ninth,dziewiąty
nówsprzedczy,(num),nineteen,dziewiętnasty
nówsprzedzieśmy,(num),nineteenth,dziewiętnasty
"nu (nosz, nów, nosz)",(pron.pers.),we,my
nubieltać,(f),nobility,szlachta
nubły,(adj),noble,szlachetny
nuceń,(f),notion,pojęcie
nucieca,(f),note,notatka
nucz,(f),nut,orzech
nud,(m),knot,węzeł
"numię, -mnie",(n),name,"imię, nazwa"
numnaciwnik,(m),nominative,mianownik
numnalemięć,(adv),"namely, that is, i.e.",mianowicie
numnar,"(v, 1)",appoint,mianować
nunaśmy,(num),ninetieth,dziewięćdziesiąty
nunięta,(num),ninety,dziewięćdziesiąt
nuta,(f),music note,nuta
nutar,"(v, 1)",note,"notować, zapisywać"
nuty,(adj),well-known,znany
nuża,(f),nausea,"nudności, mdłości"
nycały,(adj),wedding,ślubny
"nyce, -ar",(f.pl.),wedding,wesele
nydy,(adj),naked,"nagi, goły"
nyły,(adj),no,żaden
nytrzer,"(v, 5)",feed,karmić
nytrzyceń,(f),food,"pokarm, żywność"
"nytrzymię, -tu",(n),food (for animals),"pokarm, żarcie (dla zwierząt)"
o,(prep +1),to,do
o,(prep +2),at,"na, w"
o: o finie,(adv),at last,"w końcu, na końcu"
o: o kętrarze,(adv),on the contrary,wręcz przeciwnie
o: o męcie,(adv),upstairs,na górze
o: o rzewidziąd!,(intj),see you later!,do widzenia!
o: o sańtać!,(intj),cheers!,na zdrowie!
o: o wale,(adv),downstairs,na dole
obać,(m),abbot,opat
obiad,(m),lunch,obiad
obiec,(m),object,"objekt, przedmiot, podmiot"
obiecywnik,(m),direct case,bezpośrednik
obiedzęci,(adj),obedient,posłuszny
obilgaceń,(f),duty,obowiązek
obilgar,"(v, 1)",oblige,zobowiązywać
obilgatorzy,(adj),obligatory,obowiązkowy
obliszczer,"(v, 8)",forget,zapominać
obliwień,(f),oblivion,zapomnienie
obocier sie,"(v, 7)","hit itself against something, bump, crash",obijać
obój,(m),oboe,obój
obrabar,"(v, 1)","rob, mug",obrabować
obrzewlaceń,(f),abbreviation,skrót
obrzewlar,"(v, 2)","shorten, abbreviate",skracać
obtydzień,(f),habit,zwyczaj
oc,(m),act,czyn
ocar,"(v, 1)",act,działać
ocaśmy,(num),eightieth,osiemdziesiąty
ocean,(m),ocean,ocean
oceń,(f),action,akcja
ocet,(m),vinegar,ocet
ocębierz,(m),October,październik
ocęta,(num),eighty,osiemdziesiąt
ociaraceń,(f),landing,lądowanie
ociarar,"(v, 1)",land,lądować
ocięceń,(f),attention,uwaga
ociętar,"(v, 1)","try, attempt",próbować
ocmy,(num),eighth,ósmy
ocy,(num),eight,osiem
ocyczęcieśmy,(num),eight hundredth,osiemsetny
ocyczętór,(num),eight hundred,osiemset
ocysprzedczy,(num),eighteen,osiemnaście
ocysprzedzieśmy,(num),eighteenth,osiemnasty
ocywy,(adj),active,"dzielny, aktywny"
oczartanar,"(v, 1)","ensure, ascertain","upewnić, zapewnić"
oczecar,"(v, 1)",blind,oślepiać
oczepier,"(v, irr.)",get,dostawać
oczepier: oczepier sie,,"get, come, arrive","przybywać, dostać się"
"oczerz, -e",(n),steel,stal
oczędzier,"(v, 7)",lite,zapalać
oczydy,(adj),acid,kwaśny
oćmy,(adj),best (superlative of bony),najlepszy
odar,"(v, irr.)",add,dodawać
odądź,(adv),whereto,dokąd
odądźkąk,(adv),(to) anywhere,dokądkolwiek
odłuty,(adj),adult,dorosły
odotar sie,"(v, 1)",fit,pasować
odórz,(m),smell,zapach
oduraceń,(f),adoration,"uwielbienie, adoracja"
odurar,"(v, 1)",adore,uwielbiać; pachnąć
odurar,"(v, 1)",smell,pachnąć
odyczer,"(v, 7)",bring,przynosić
odzar,"(v, 2)",hate,nienawiedzieć
odzarnar,"(v, 1)","breakfast, to have -",śniadać
odzeczęć,(adj),adjacent,sąsiedni
odzej,(adv),today,dzisiaj
odzieceń,(f),addition,dodatek
ofabłar sie,"(v, 1)",come to an agreement,dogadywać się
ofiara,(m),victim,ofiara
oficz,(n),"office, bureau",biuro
ofierzmaceń,(f),"confirmation, affirmation",potwierdzenie
ofierzmar,"(v, 1)",confirm,potwierdzać
ofolar,"(v, 2)",need,potrzebować
ofolęca,(f),need,potrzeba
ofrocaty,(adj),forced,przymusowy
ofromar,"(v, 1)",give form,ukształcić
ofukar,"(v, 1)",strangle,dusić
ogrzewar,"(v, 1)",aggrevate,obciążać
ohydny,(adj),"hideous, ghastly",ohydny
ojążer,"(v, 7)",attach,dołączać
ojążer: ojążer sie,"(v, 7)",join,dołączać się
ojecywnik,(m),adjective,przymiotnik
ojej!,(intj),"oh my, oh dear!",ojej
ojekar,"(v, 1)",entertain,pobawić
ojekwalar,"(v, 2)",equal,dorównywać
ojer,"(v, irr.)","come, arrive","przychodzić, przyjść"
ojerzar,"(v, 4)",cling,przywierać
ojędkar,"(v, 1)",point at,wskazywać
okadzier,"(v, 7)","get to, reach",dopadać
okażeń,(f),occasion,okazja
okąpaniar (jelkój),"(v, 2)",accompany,towarzyszyć
okąt,(m),account,rachuba
okętraceń,(f),meeting,spotkanie
okętrar,"(v, 1)",meet,spotykać
okieł,(m),eye,oko
okikła,(f),needle,igła
okity,(adj),sharp,ostry
okłamar,"(v, 1)",call to,powołać
okoplar,"(v, 2)","accomplish, fulfill","dokończyć, spełniać"
okopłaceń,(f),link,"ogniwo, link"
okopłar,"(v, 1)",couple,łączyć
okopłar: okopłar sie o,,accost,czepiać się do
okost,(prep +2),next to,obok
okownier,"(v, irr.)",belong,przynależeć
okrzeszczer,"(v, 7)",grow up,dorastać
oksyżeń,(n),oxygen,tlen
okunieszczer sie (pp. -kunity),"(v, 8)",become acquainted with,poznać
okupaceń,(f),occupation,okupacja
okupar,"(v, 1)",occupy,zajmować
okupar: okupar sie (jelkoju),,occupy oneself with,zajmować się (czymś)
okuzaciwnik,(m),accusative,biernik
okuźlar,"(v, 2)",advise,"radzić, doradzać"
okwiatar,"(v, 1)",calm down,uspokajać
ola,(f),oil,"olej, oliwka"
olar sie,"(v, 2)",ally,sprzymierzyć się
olat,(m),ally,sprzymierzeniec
olegaceń,(f),allegiance,powiązanie
"olegamię, -mnie",(n),belt,więź
olegar,"(v, 1)",bind,"wiązać, połączyć"
olemięć,(adv),otherwise,inaczej
olewar,"(v, 1)",lift up,podnosić
olęc,(adv),hereto,dotąd
olęca,(f),alliance,"porozumienie, ugoda"
oliwa,(f),olive,oliwka
olony,(adj),alien,obcy
ołąg,(prep +2),along,wzdłuż
ołtarz,(n),altar,ołtarz
ołudzica,(f),lark,skowronek
omary,(adj),bitter,gorzki
omatórz,(m),"amateur, lover",miłośnik
omica,(f),friend (f),przyjaciółka
omiczyca,(f),friendship,przyjaźń
omiczyda,(f),murder,morderstwo
omiczydnik,(m),murderer,zabójca
omiecier,"(v, irr.)",admit,przyznać
omiemorzer,"(v, 5)",remind,przypominać
omierabły,(adj),admirable,cudowny
omieraceń,(f),admiration,podziw
omierar,"(v, 1)",admire,podziwiać
omięcier,"(v, 5)",lie,okłamywać
omik,(m),friend (m),przyjaciel
omikały,(adj),friendly,"przyjacielski, przyjazny"
omnar,"(v, 2)",threaten,grozić
omnieśmie,(adv),at least,przynajmniej
omoruzy,(adj),love,miłosny
omórz,(m),love,miłość
on,(m),year,rok
onącar,"(v, 2)",inform,zawiadamiać
"oniał, -le",(n),animal,zwierzę
oniądź,(adv),to nowhere,donikąd
oniestać,(f),honesty,szczerość
oniesty,(adj),honest,szczery
onorar,"(v, 1)",honor,czcić
onórz,(m),honour,"honor, zaszczyt"
onwalica,(f),anniversary,rocznica
onwały,(adj),yearly,roczny
oparzar,"(v, 3)",appear,pojawiać
opceń,(f),option,opcja
opera,(f),opera,opera
operaceń,(f),"operation, surgery",operacja
operar,"(v, 1)",operate (surgery),operować
opiałar,"(v, 1)",call,nazywać
opiekła,(f),bee,pszczółka
opielkaceń,(f),application,zastosowanie
opielkar,"(v, 1)",apply,zastosować
opieniatrar,"(v, 1)","penetrate, get through","docierać, dotrzeć"
opinień,(f),opinion,"opinia, mniemanie"
oplar,"(v, 2)","complement, add up to",uzupełniać
opleceń,(f),"completion, supplement",uzupełnienie
opodzar,"(v, 2)",support,"podpierać, popierać"
oposar,"(v, 1)",happen to,"przydarzać, przytrafić"
opra,(f),effort,wysiłek
oprar,"(v, 1)",exert oneself,wysilać się
oprofędziar,"(v, 2)",deepen,pogłębiać
oproprzar,"(v, 2)",appropriate,przywłaszczać
oprośmar,"(v, 1)",approach,"podchodzić, nadchodzić"
oprotar,"(v, 1)",bring,przynosić
oprzecar,"(v, 2)",judge; appreciate,osądzać; doceniać
oprzekar,"(v, 1)",wish,życzyć
oprzemlaceń,(f),reward,nagroda
oprzemlar,"(v, 2)",reward,wynagradzać
oprzer,"(v, 6)",open,otwierać
oprzędzier,"(v, 7)","assume, take on",nabierać
oprzyceń,(f),opening,otwarcie
oprzyl,(m),April,kwiecień
oprzymu,(adv),"only, as late as",dopiero
optymiski,(adj),optimistic,optymistyczny
optymista,(m),optimist,optymista
optymizm,(m),optimism,optymizm
"opu, oprze",(n),work,"robota, praca, wysiłek"
oputar sie,"(v, 1)","drunk, get -",upijać się
orakieł,(m),oracle,wyrocznia
orania,(f),spider,pająk
orąż,(f),orange,pomarańcza
orąży,(adj),orange,pomarańczowy
ordy,(adj),horrid,ponury
organ,(m),organ,organ
organie,(m.pl.),organ,organy
organizaceń,(f),organisation,organizacja
orgazm,(m),orgasm,orgazm
orientar sie,"(v, 1)","be well-oriented, know the way",orientować się
orkan,(m),hurricane,orkan
orkiestra,(f),orchestra,orkiestra
ortodoks,(m),orthodox,prawosławny
ortodoksy,(adj),orthodox,prawosławny
ortodoksyzm,(m),orthodoxy,prawosławie
orur,"(v, irr.)",arrive,przyjechać
oryginaltać,(f),originality,oryginalność
oryginały,(adj),original,oryginalny
orzeć,(m),ram,baran
orzęć,(m),East,wschód
orzętały,(adj),eastern,wschodni
orzybły,(adj),horrible,"okropny, ohydny"
orzydnar,"(v, 1)",originate,pochodzić
"orzydzień, -dnie",(f),origin,"pochodzenie, początek"
osalaty,(adj),surprised,zaskoczony
osaler,"(v, 6)",surprise,zaskoczyć
osiekierar,"(v, 1)",secure,zabezpieczać
osiła,(f),armpit,pacha
oskrodar sie,"(v, 1)",agree,zgadzać się
oskród,(m),agreement,zgoda
oskrzywier (perf. -skrzypszy),"(v, 7)",write down,"zapisać, napisać"
osłabier,"(v, 5)",weaken,słabnąć
osłut,(m),attack,napad
osłutar,"(v, 1)",attack,"napadać, atakować"
osoczar (jelkój),"(v, 2)",accompany,towarzyszyć
ostrza,(f),oyster,ostryga
ostyty,(adj),clever,"sprytny, cwany"
oszczataceń,(f),acceptation,akceptacja
oszczatar,"(v, 1)",accept,"przyjmować, akceptować"
oszczedzier,"(v, 7)",go down (sun),schodzić (słońce)
oszczedzięć,(m),West,zachód
oszczedziętały,(adj),western,zachodni
oszczężeń,(f),ascension,wniebowstąpienie
oszczydzier,"(v, 7)",kill,zabijać
oszczydziętały,(adj),accidental,przypadkowy
oszedziar (perf. osiódszy),"(v, 4)",put down,postawić
oszedziar: oszedziar sie,,sit down,"siadać, usiąść"
oszyniar,"(v, 2)",assign,"wyznaczać, przydzielać"
oszynieceń,(f),assignment,"wyznaczenie, przydzielenie"
oś,(m),axis,oś
ościeltać,(f),hostility,wrogość
ośkiery,(adj),obscure,ciemny
ośkizar,"(v, 1)",accuse,obwiniać
ośpiecaceń,(f),expectation,oczekiwanie
ośpiecar,"(v, 1)",expect,oczekiwać
ośpieczer,"(v, 7)","watch, look at","oglądać, przyglądać się"
ośpieć,(m),guest,gość
ośpitaltać,(f),hospitality,gościnność
otamię,(adv),on the other side,"natomiast, zaś"
otążer,"(v, 7)",reach,sięgać
otoszkar,"(v, 1)",relate to,dotyczyć
otrar,(v. irr.),attract,przyciągać
otroceń,(f),attraction,"atrakcja, pociąg"
otrocywy,(adj),attractive,atrakcyjny
otrokwiar ocięceń o,"(v, 4)","attention, turn one's - to",zwracać uwagę na
otructać,(f),horror,"odraza, okropność"
otruczy,(adj),horrible,"okropny, straszny"
ottydzień,(f),attitude,postawa
owały,(adj),oval,owalny
owąć,(adv),"forward, ahead",naprzód
owęcar,"(v, 2)",advance,"posuwać się naprzód, robić postępy"
owiar,"(v, irr.)",have,mieć
owiecz,(adv),at the same time,naraz
owielęc,(adv),thereto,dotąd
owieścier,"(v, 5)","don, dress, clothe",ubierać
owieżłar,"(v, 1)",wake up (smbd.),budzić
owięta,(f),avenue,aleje
owiętera,(f),adventure,przygoda
owiltać,(f),handiness,zręczność
owiły,(adj),handy,zręczny
owiona,(f),oats,owies
owlemięć,(adv),obviously,wyraźnie
owli,(adj),clear,wyraźny
owłyjęca,(f),"flow, tide",przypływ
ownier,"(v, irr.)","approach, draw on, come","nadchodzić, przychodzić"
ownięca,(f),future,przyszłość
ownięci,(adj),future,przyszły
owokar,"(v, 1)",call,wzywać
owrzer (perf. owierszy),"(v, 6)",sacrifice,"poświęcać, ofiarować"
oza,(f),hose,pończoch
ozaci,(adj),sufficient,dostateczny
ozać,(adv),quite; enough,dość
ożdar,"(v, 1)",shake,"trząść, drżeć"
ożył,(n),asylum,schronisko
ożyły,(adj),lithe,zwinny
ożyta,(f),help,pomoc
ożytar,"(v, 1)",help,pomagać
ódz,(n),hatred,nienawiść
"ów, ówu",(n),egg,jajko
pacz,(f),peace,pokój
pala,(f),straw,słoma
pał,(m),"stick, cudgel","kij, pałka"
pała,(f),shovel,łopata
pałma,(f),palm,palma
pałpar,"(v, 1)","stroke, caress",głaskać
pałpierba,(f),eye-lid,powieka
panika,(f),panic,panika
panikar,"(v, 1)",panic,panikować
pantoflarz,(m),henpecked,pantoflarz
pań,(m),bread,chleb
papagał,(m),parrot,papuga
papier,(m),paper,papier
papież,(m),pope,papież
par,(prep +1),through,przez
par: par Dziew!,(intj),my God!,mój Boże!
par: par fowórz,(intj),please,proszę
par: par siępeł,(adv),for example,na przykład
para,(f),"few, a",para
parada,(f),parade,parada
paradyz,(m),paradise,raj
paralizar,"(v, 1)",paralyse,paralizować
parcalemięć,(adv),partially,częściowo
parcały,(adj),partial,częściowy
parciążer sie,"(v, 7)",get soaked,przemoczyć się
parcica,(f),volume,tomik
parciczepier,"(v, irr.)","participate, take part",uczestniczyć
parcier,"(v, 5)",share,dzielić
parczeler (1. parczału),"(v, 7)","upset, overthrow",obalić
parczepier,"(v, irr.)",notice,zauważać
parć,(f),part,część
pardromier sie,"(v, 5)","sex, have -",przespać się
pardyczer sie,"(v, 7)",move (change residence),przeprowadzać się
pardycznik,(m),guide,przewodnik
parfędzier (pf. -fądszy),"(v, 7)","pour over, overwhelm",przelewać
parfieceń,(f),perfection,doskonałość
parfiecy,(adj),perfect,"doskonały, perfekcyjny"
parjałtar,"(v, 1)","surpass, exceed",przewyższać
parjąd,(n),passage,przejście
parjer,"(v, irr.)",cross (street),"przechodzić, przejść"
parkły,(adj),pair,parzysty
parkołorar,"(v, 1)",change the colour of smth.,przebarwić
parkód,(conj),because,"przez to, że"
parkwierzer (1. parkwiaru),"(v, 7)",apologise,przepraszać
parletrar,"(v, 1)",spell,przeliterować
parleżer,"(v, 7)",read through,przeczytać
parłasar,"(v, 1)",let through,przepuszczać
parłokar,"(v, 1)",replace,przemieszczać
parłowurar,"(v, 1)","edit, work through","redakować, opracować"
parmiecier,"(v, irr.)",permit,pozwalać
parmieszeń,(f),permission,pozwolenie
parodia,(f),parody,parodia
parplaty,(adj),overfilled,przepełniony
parposar,"(v, 1)",pass by,przemijać
parprzy,(adj),violet,fioletowy
parrąpier,"(v, 7)",break through,przełamywać
parstar,"(v, 1)",stop,przestać
parswadziar,"(v, 4)",convince,przekonywać
parsważeń,(f),conviction,przekonanie
parszukar,"(v, 1)",search,przeszukiwać
parśpieczer,"(v, 7)","look through, check up",przeglądać
parświorar,"(v, 1)",persevere,"wytrwać, nie ustawać"
parświoręci,(adj),steadfast,"trwały, solidny"
partaczar,"(v, 3)",keep silent,przemilczeć
partalar,"(v, 2)",cut through,"przekroić, przecinać"
partia,(f),party,partia
partniar,"(v, irr.)",keep,przechowywać
parwija,(f),street,ulica
parwijekła,(f),alley,zaułek
parwiwier,"(v, 7)","experience, live through",przeżywać
parwy,(adj),"little, tiny","mały, drobny"
parzar,"(v, 3)",appear,pojawiać
pasiwy,(adj),passive,"bierny, pasywny"
Paszcha,(f),Easter,Wielkanoc
paszchały,(adj),Easter,wielkanocny
pasztat,(m),"dough, pastry",ciasto
patologia,(f),pathology,patologia
patologicy,(adj),pathologic,patologiczny
patriota,(m),patriot,patriota
patriotycy,(adj),patriottic,patriotyczny
patriotyzm,(m),patriottism,patriotyzm
pauza,(f),break,przerwa
pazany,(adj),"interior, domestic",krajowy
pazimażeń,(f),landscape,krajobraz
paź,(m),country,"kraj, państwo"
pażna,(f),page,strona
pąt,(n),point,kropka
pech,(m),bad luck,pech
pedagog,(m),pedagogue,pedagog
pedagogicy,(adj),pedagogical,pedagogiczny
penis,(m),penis,penis
pentagram,(n),pentangle,pentagram
perioda,(f),period,okres
periodycy,(adj),periodic,okresowy
perkuszeń,(f),percussion,perkusja
perła,(f),pearl,perła
peron,(m),platform,peron
pery,(adj),pure,czysty
perz,(n),pus,ropa
perzewkar,"(v, 1)",purify,czyścić
pesymiski,(adj),pessimistic,pesymistyczny
pesymista,(m),pessimist,pesymista
pesymizm,(m),pessimism,pesymizm
pęć,(f),bridge,most
pędrar,"(v, 1)",weigh,ważyć
pędrustać,(f),importance,"ważność, znaczenie"
pędruzy,(adj),important,"ważny, znaczący"
"pędu, -drze",(n),weight,waga
piaduń,(m),pedestrian,pieszy
piana,(f),pen,długopis
piara,(prep +1),"towards, in relation to",wobec
"piąg, pięgie",(n),grease,tłuszcz
"piąz, pięzu",(m),thought,myśl
picera,(f),painting,"malarstwo, obraz"
pieca,(f),piece,kawałek
pieceń,(m),comb,grzebień
"piecu, pietrze",(n),chest,pierś
piecz,(f),"pitch, tar",smoła
piedzier (1. piodu),"(v, 7)",fart,pierdzieć
piedź,(m),foot,stopa
piej,(adv),worse,gorzej
piejerzy,(adj),worse (comparative of mały),gorszy
piekilerzy,(adj),pecular,swoisty
piekwa,(f),sheep; cattle,bydło; owca
piel,(f),skin,skóra
pieniądz,(m),coin,pieniądz
"pieniądze, -dzór",(m.pl.),money,pieniądze
pienizła,(f),peninsula,półwysep
"piepr, -rze",(n),pepper,pieprz
pierata,(f),pirate,pirata
pierzer,"(v, 5)",rot,gnić
pierzyca,(f),capability,zdolność
pierzyty,(adj),capable,zdolny
"pies, psu",(m),pea,groch
pieskieł,(adv),"little, few",mało
pieskły,(adj),small,mały
pieszcz,(m),fish,ryba
pieszkar,"(v, 1)",fish,łowić ryby
pieszkatórz,(m),fisher,rybak
pieśmy,(adj),worst (superlative of mały),najgorszy
pięca,(f),"tongs, pincers",szczypce
piędeł,(m),pendulum,wahadło
piędziar,"(v, 4)",hang,wisieć
pięgi,(adj),greasy,tłusty
piętar,"(v, 1)",paint,malować
pięzar,"(v, 1)",think,myśleć
pij,(adj),pious,pobożny
pijtać,(f),"devoutness, piety",pobożność
pika,(f),magpie,sroka
piła,(f),pillar,słup
piona,(f),effort,wysiłek
pionar,"(v, 1)",make an effort,"starać się, wysilać się"
piora,(f),pear,gruszka
pistła,(f),"letter, epistle",list
piszar,"(v, 2)",piss,sikać
pizza,(f),pizza,pizza
piżama,(f),pyjamas,piżama
plan,(m),plan,plan
planar,"(v, 1)",plan,planować
plastycy,(adj),plastic,plastyczny
plastyk,(m),plastic,plastyk
platra,(f),"rock, cliff",opoka
platyna,(f),platinum,platyna
plekar,"(v, 1)",fold,"składać, zawijać"
plica,(f),ball,piłka
plica: plica piedała,(f),"football, soccer",piłka nożna
plony,(adj),full,pełny
plus,(conj),plus,plus
płaca,(f),"square, place","plac, skwer"
płacier,"(v, 5)",pay,płacić
płacz,(n),preference,preferencja
płaczar,"(v, 3)",please,podobać
płaga,(f),plague,plaga
płan,(n),plain,równina
płany,(adj),flat,płaski
płata,(f),payment,zapłata
płąb,(n),led,ołów
płąbik,(m),pencil,ołówek
płążer,"(v, 7)",complain,narzekać
płerały,(adj),multiple,mnogi
płerze,(adj),several,"kilka, liczne"
płerzesprzedczy,(num),between ten and twenty,kilkanaście
płerześmie,(adv),most (superlative of mółt),najwięcej
płęta,(f),vegetable,roślina
płętar,"(v, 1)",plant,posadzać
"płętażeń, -żnie",(f),plantain,babka (roślina)
płurar,"(v, 1)",cry,płakać
płuruzy,(adj),tearful,płaczliwy
pły,(adv),more,więcej
płyjer,"(v, 7)",rain,padać (deszcz)
płyma,(f),feather,pióro
pływla,(f),rain,deszcz
po,(prep +1),"after, behind","za, po"
pobuszczyk,(m),cheek,policzek
pocęca,(f),patience,cierpliwość
pocęci,(adj),patient,cierpliwy
pocie,(adv),perhaps,"może, być może"
pocier,"(v, irr.)","can, may, be able","móc, umieć, potrafić"
pociestać,(f),power,"potęga, władza"
pocięca,(f),power,moc
pocięci,(adj),powerful,potężny
podzarnu,(adv),the day after tomorrow,pojutrze
poeta,(m),poet,poeta
poetycy,(adj),poetical,poetyczny
poezja,(f),poetry,poezja
pogan,(m),pagan,poganin
pokościk,(m),corner,zakątek
pokód,(conj),after,"po tym, że"
pol,(n),blanket,koc
polcz,(m),thumb,kciuk
polęci,(adj),pale,blady
polica,(f),police,policja
policarz,(m),policeman,policjant
polity,(adj),polite,uprzejmy
politycy,(adj),political,polityczny
polityk,(m),politician,polityk
polityka,(f),politics,polityka
polonieży,(adj),Polish,polski
połac,(n),palace,pałac
połasar,"(v, 1)",neglect,zaniedbywać
połok,(prep +2),instead of,zamiast
połu,(adv),after that,potem
połydziły,(adj),quaggy,grząski
połydź,(f),swamp,bagno
połyjer,"(v, 7)",pollute,obrudzić
pon,(m),"rag, clout",szmata
popeł,(m),people,lud
popleń,(f),butterfly,motyl
popłaceń,(f),population,"ludność, zaludnienie"
popłarzy,(adj),"popular, people's",ludowy
popunier (pp. popusty),"(v, 7)",postpone,"odkładać, odraczać"
poraty,(adj),ready,gotowy
porłar,"(v, 1)",talk,mówić
pornografia,(f),pornography,pornografia
pornograficy,(adj),pornographic,pornograficzny
porożyt,(m),parasite,pasożyt
portret,(m),portrait,portret
portugieży,(adj),Portuguese,portugalski
poruła,(f),word,słowo
